timestamp;voc [ppb];sound_pressure_level [dba];indoor_relative_humidity [%];air_temperature [Celsius];illuminance [lux];pm2.5 [mu_g/m3];indoor_co2 [ppm];wifi_connected_devices [number];ceiling_fan_energy [kWh];lighting_energy [kWh];plug_load_energy [kWh];chilled_water_energy [kWh];fcu_fan_energy [kWh];temp_setpoint [Celsius];fcu_fan_speed [Hz];supply_air_pressure [Pa];supply_air_temperature [Celsius];baromatic_pressure [hPa];dry_bulb_temp [Celsius];global_horizontal_solar_radiation [W/m2];wind_direction [Degree];wind_speed [m/s];outdoor_co2 [ppm];outdoor_relative_humidity [%];occupant_presence [binary];occupant_count [number]
2021-09-07 00:00 +08:00;20;48,81999969;72,75533295;26,66866684;0;4;430,1000061;0;0;0;0;0;0;25,8;0;0,6376795;26,39904;1005,198364;26,10163116;0;108,0929718;0,189999998;463,0935364;97,70488739;0;0
2021-09-07 00:05 +08:00;20;48,43333435;70,09266663;26,44833374;0,986666679;3,766666651;427,2666626;0;0,005087;0,0114;0,03906;0;0;25,9;0;0,6376795;26,39904;1005,198425;26,10161591;0;91,17533112;0,152101263;462,0963135;97,40485382;0;0
2021-09-07 00:10 +08:00;20;51,75333405;70,66999817;26,28100014;6,769999981;3,533333302;424,4666748;0;0,004882;0,00976;0,03825;0;0;25,9;0;0,6376795;26,39904;1005,200012;26,10000038;0;88,30000305;0,150000006;463,4760742;97,40000153;0;0
2021-09-07 00:15 +08:00;20;49,68999863;74,74299622;26,49266624;6,983333111;3,700000048;422,3999939;0;0,005087;0,01139;0,03906;0;0;25,9;0;0,6376795;26,52019;1005,200012;26,10000038;0;109,6999969;0,150000006;462,886261;97,29837799;0;0
2021-09-07 00:20 +08:00;20;49,22068787;74,72000122;26,35620689;6,979310513;3,241379261;422,5172424;0;0,004883;0,0114;0,03825;0;0;26;0;0,6376795;26,52019;1005,003235;26,10162163;0;211,6000061;0,150000006;462,4961548;97,40324402;0;0
2021-09-07 00:25 +08:00;20;49,86000061;71,93166351;26,17933273;8,350000381;3,066666603;424,7333374;0;0,005086;0,00976;0,03907;0;0;26;0;0,6376795;26,64131;1005;26,10162544;0;211,6000061;0,150000006;464,2661133;97,59999847;0;0
2021-09-07 00:30 +08:00;20;50,1566658;74,32099915;26,45299911;7,406666756;3,099999905;422,9666748;0;0,005086;0,0114;0,03824;0;0;26;0;0,6376795;26,76249;1005;26,10000038;0;260,9851685;0,150000006;462,6895752;97,59999847;0;0
2021-09-07 00:35 +08:00;20;50,65333176;75,30833435;26,43133354;8,46333313;3,033333302;425,1666565;0;0,004883;0,01139;0,03907;0;0;26;0;0,6376795;26,76249;1005;26,10000038;0;354,5023193;0,129999995;462,4994202;97,19999695;0;0
2021-09-07 00:40 +08:00;20;50,62142944;72,04178619;26,09892845;10,05000019;3,25;424,1785583;0;0,005086;0,00976;0,03825;0;0;26;0;0,6376795;26,76249;1004,996765;26,20000076;2;272,5443115;0,209999993;464,4758606;97,19999695;0;0
2021-09-07 00:45 +08:00;20;50,43000031;73,16699982;26,30266762;8,163332939;3,200000048;425,3999939;0;0,004883;0,0114;0,03906;0;0;26;0;0,6376795;26,76249;1004,900024;26,20000076;1,01632762;19,20468712;0,408367246;462,3092651;97,19999695;0;0
2021-09-07 00:50 +08:00;20;52,04333496;75,16799927;26,4936676;10,17666626;3,466666698;432,7666626;0;0,005086;0,01139;0,03825;0;0;26;0;0,6376795;26,8837;1004,898376;26,39999962;0;8,388350487;0,425942749;463,8890686;97,79676056;0;0
2021-09-07 00:55 +08:00;20;53,51666641;72,64299774;26,22633362;12,94333363;3,866666555;454,8999939;0;0,004883;0,00977;0,03906;0;0;26;0;0,6376795;26,8837;1004,900024;26,29999924;0;93,37058258;0,370000005;463,2958374;97,69999695;0;0
2021-09-07 01:00 +08:00;20;55,08666611;71,26933289;26,25799942;14,93999958;4,099999905;498,5333252;0;0,005086;0,01139;0,03825;0;0;26;0;0,6376795;26,8837;1004,799988;26,29999924;0;96,08514404;0,349999994;464,272583;97,20162201;0;0
2021-09-07 01:05 +08:00;21,53333282;59,49666595;73,54733276;26,50333405;13,68666649;4,099999905;551,9333496;0;0,004476;0,01139;0,03662;0;0;26;0;0,6376795;26,8837;1004,799988;26,29999924;0;53,9322319;0,328060389;462,6895752;97;0;0
